year,JDT,DOY,Time,litu1e,litu2e,litu3e,litu4e,litu5e,litu1w,litu2w,litu3w,litu4w,litu5w
2003,4865,117,0.5,NA,NA,NA,4.0872048,5.7318097,NA,0.43465917,NA,1.4390271,NA
2003,4865.02,117,1,NA,NA,NA,4.4138144,5.6883214,NA,0.44742312,NA,1.3612758,NA
2003,4865.04,117,1.5,NA,NA,NA,4.2718328,5.4789052,NA,0.46025553,NA,1.284597,NA
2003,4865.06,117,2,NA,NA,NA,4.2866543,5.1091735,NA,0.55291737,NA,1.2090113,NA
2003,4865.08,117,2.5,NA,NA,NA,4.1459531,4.7470499,NA,0.48612097,NA,1.1345418,NA
2003,4865.1,117,3,NA,NA,NA,4.0066563,5.0245907,NA,0.49915174,NA,1.0612138,NA
2003,4865.13,117,3.5,NA,NA,NA,4.0212471,4.8223822,NA,0.51224644,NA,0.98905554,NA
2003,4865.15,117,4,NA,NA,NA,3.8832392,4.6224833,NA,0.52540403,NA,1.0167212,NA
2003,4865.17,117,4.5,NA,NA,NA,3.7466476,4.4249143,NA,0.62032629,NA,0.94534172,NA
2003,4865.19,117,5,NA,NA,NA,3.61148,4.5397853,NA,0.551904,NA,0.97273246,NA
2003,4865.21,117,5.5,NA,NA,NA,3.4777445,4.4985413,NA,0.48523135,NA,1.0002682,NA
2003,4865.23,117,6,NA,NA,NA,3.3454504,4.6141134,NA,0.57864412,NA,0.83279487,NA
2003,4865.25,117,6.5,NA,NA,NA,3.2146076,4.2614623,NA,0.67526611,NA,0.85946489,NA
2003,4865.27,117,7,NA,NA,NA,3.0852272,4.2207801,NA,0.77485208,NA,0.98391879,NA
2003,4865.29,117,7.5,NA,NA,NA,3.2423163,4.0276816,NA,0.96726803,NA,1.011468,NA
2003,4865.31,117,8,NA,NA,NA,3.5483782,3.9875018,NA,1.361514,NA,1.2429517,NA
2003,4865.33,117,8.5,NA,NA,NA,6.3140986,3.9473977,NA,1.9958605,NA,2.7760976,NA
2003,4865.35,117,9,NA,NA,NA,13.219568,5.4937889,NA,4.8279183,NA,9.3244446,NA
2003,4865.38,117,9.5,NA,NA,NA,21.80919,8.890077,NA,10.311053,NA,21.559575,NA
2003,4865.4,117,10,NA,NA,NA,30.102239,13.528259,NA,17.662073,NA,31.262335,NA
2003,4865.42,117,10.5,NA,NA,NA,40.83133,20.336734,NA,24.939542,NA,41.213537,NA
2003,4865.44,117,11,NA,NA,NA,45.660996,24.36455,NA,27.404752,NA,43.244977,NA
2003,4865.46,117,11.5,NA,NA,NA,46.147283,25.224315,NA,26.888851,NA,42.142279,NA
2003,4865.48,117,12,NA,NA,NA,46.637018,24.535894,NA,26.650585,NA,42.611267,NA
2003,4865.5,117,12.5,NA,NA,NA,52.926729,28.983198,NA,28.63399,NA,46.328463,NA
2003,4865.52,117,13,NA,NA,NA,51.464738,28.240016,NA,27.546599,NA,44.36027,NA
2003,4865.54,117,13.5,NA,NA,NA,48.127192,27.507149,NA,26.755801,NA,41.289466,NA
2003,4865.56,117,14,NA,NA,NA,44.948129,25.193354,NA,25.710442,NA,39.102897,NA
2003,4865.58,117,14.5,NA,NA,NA,42.347099,25.438208,NA,26.282411,NA,38.441303,NA
2003,4865.6,117,15,NA,NA,NA,35.097692,24.128621,NA,25.513043,NA,36.358409,NA
2003,4865.63,117,15.5,NA,NA,NA,31.805633,21.39282,NA,24.756562,NA,33.338733,NA
2003,4865.65,117,16,NA,NA,NA,29.72822,21.327868,NA,25.848758,NA,32.743973,NA
2003,4865.67,117,16.5,NA,NA,NA,31.859634,22.721896,NA,26.693367,NA,34.152355,NA
2003,4865.69,117,17,NA,NA,NA,28.423613,20.067627,NA,24.3382,NA,30.299602,NA
2003,4865.71,117,17.5,NA,NA,NA,21.605199,16.037993,NA,19.711053,NA,23.876876,NA
2003,4865.73,117,18,NA,NA,NA,16.237912,12.870542,NA,15.566406,NA,17.788065,NA
2003,4865.75,117,18.5,NA,NA,NA,11.576849,9.1827081,NA,11.316386,NA,12.963972,NA
2003,4865.77,117,19,NA,NA,NA,6.8361908,5.7968727,NA,7.0026209,NA,8.4421215,NA
2003,4865.79,117,19.5,NA,NA,NA,3.7265957,3.6696158,NA,4.1985401,NA,5.5440832,NA
2003,4865.81,117,20,NA,NA,NA,1.8211993,2.3584768,NA,2.4006054,NA,3.7164832,NA
2003,4865.83,117,20.5,NA,NA,NA,0.80470252,1.6836699,NA,1.3673269,NA,2.5916559,NA
2003,4865.85,117,21,NA,NA,NA,0.71299712,1.1792965,NA,0.73969499,NA,1.8022968,NA
2003,4865.88,117,21.5,NA,NA,NA,0.43512991,0.71933246,NA,0.35438324,NA,1.2927833,NA
2003,4865.9,117,22,NA,NA,NA,0.00160307,0.40403479,NA,0.16059539,NA,0.92098271,NA
2003,4865.92,117,22.5,NA,NA,NA,0,0.21016351,NA,0.055220788,NA,0.66824674,NA
2003,4865.94,117,23,NA,NA,NA,0,0,NA,0.063829318,NA,0.51807265,NA
2003,4865.96,117,23.5,NA,NA,NA,0,0.001751476,NA,0.023499321,NA,0.29878241,NA
2003,4865.98,117,24,NA,NA,NA,0,0.004108384,NA,0.030921078,NA,0.17457952,NA
2003,4866,118,0.5,NA,NA,NA,0,0.060823191,NA,0,NA,0.12703315,NA
2003,4866.02,118,1,NA,NA,NA,0,0.13319552,NA,0.026631476,NA,0.082778669,NA
2003,4866.04,118,1.5,NA,NA,NA,0,0.13807135,NA,0.11815399,NA,0.042789319,NA
2003,4866.06,118,2,NA,NA,NA,1.0263865,0.21979687,NA,0.16288359,NA,0.009422559,NA
2003,4866.08,118,2.5,NA,NA,NA,1.2596338,0.22515488,NA,0.14653083,NA,0.021537207,NA
2003,4866.1,118,3,NA,NA,NA,1.2708703,0.23053683,NA,0.25931852,NA,0.035154393,NA
2003,4866.13,118,3.5,NA,NA,NA,1.5146871,0.15789199,NA,0.38275831,NA,0.004009294,NA
2003,4866.15,118,4,NA,NA,NA,1.5263578,0.091357763,NA,0.51463393,NA,0.014958178,NA
2003,4866.17,118,4.5,NA,NA,NA,1.4202642,0.095899099,NA,0.5724552,NA,0.027841424,NA
2003,4866.19,118,5,NA,NA,NA,1.3160014,0.17307278,NA,0.63139104,NA,0,NA
2003,4866.21,118,5.5,NA,NA,NA,0.99335944,0.10510236,NA,0.77549237,NA,0.00113518,NA
2003,4866.23,118,6,NA,NA,NA,0.69249753,0.2633126,NA,0.92525047,NA,0.002662758,NA
2003,4866.25,118,6.5,NA,NA,NA,0.41747683,0.35432288,NA,1.1723091,NA,0.004384538,NA
2003,4866.27,118,7,NA,NA,NA,0.91843892,0.11919224,NA,1.3346853,NA,0.00624595,NA
2003,4866.29,118,7.5,NA,NA,NA,1.9776942,0.057128958,NA,1.8024146,NA,0.11505493,NA
2003,4866.31,118,8,NA,NA,NA,4.2394393,0.6549616,NA,2.8593046,NA,1.6599381,NA
2003,4866.33,118,8.5,NA,NA,NA,13.697459,3.1337056,NA,6.7676201,NA,11.457437,NA
2003,4866.35,118,9,NA,NA,NA,26.296901,8.773395,NA,14.439704,NA,28.000232,NA
2003,4866.38,118,9.5,NA,NA,NA,40.949122,14.46192,NA,22.212806,NA,38.886276,NA
2003,4866.4,118,10,NA,NA,NA,49.926817,18.547344,NA,26.663389,NA,43.822585,NA
2003,4866.42,118,10.5,NA,NA,NA,49.007707,21.930482,NA,28.164675,NA,44.232381,NA
2003,4866.44,118,11,NA,NA,NA,49.514189,24.661992,NA,28.04568,NA,45.045,NA
2003,4866.46,118,11.5,NA,NA,NA,50.505318,25.940341,NA,25.800177,NA,44.261528,NA
2003,4866.48,118,12,NA,NA,NA,49.104313,26.278008,NA,24.411705,NA,43.487633,NA
2003,4866.5,118,12.5,NA,NA,NA,51.543373,28.604348,NA,23.806326,NA,45.491986,NA
2003,4866.52,118,13,NA,NA,NA,50.121737,29.645849,NA,22.966134,NA,45.506735,NA
2003,4866.54,118,13.5,NA,NA,NA,49.200955,32.136512,NA,23.599504,NA,46.745683,NA
2003,4866.56,118,14,NA,NA,NA,46.9062,32.154618,NA,23.007675,NA,46.34995,NA
2003,4866.58,118,14.5,NA,NA,NA,43.376045,30.393452,NA,23.150092,NA,42.780585,NA
2003,4866.6,118,15,NA,NA,NA,40.85939,29.030308,NA,23.537617,NA,41.264465,NA
2003,4866.63,118,15.5,NA,NA,NA,38.044817,28.708235,NA,23.680896,NA,37.612069,NA
2003,4866.65,118,16,NA,NA,NA,32.411143,25.453974,NA,22.848386,NA,33.510275,NA
2003,4866.67,118,16.5,NA,NA,NA,29.303524,24.222653,NA,20.866729,NA,30.941093,NA
2003,4866.69,118,17,NA,NA,NA,24.201413,20.692681,NA,18.760896,NA,26.724464,NA
2003,4866.71,118,17.5,NA,NA,NA,19.619816,17.442566,NA,15.74918,NA,22.321928,NA
2003,4866.73,118,18,NA,NA,NA,15.269231,13.743439,NA,12.615301,NA,18.091768,NA
2003,4866.75,118,18.5,NA,NA,NA,11.842183,10.010915,NA,8.809611,NA,13.240857,NA
2003,4866.77,118,19,NA,NA,NA,10.793089,6.5645529,NA,4.9948403,NA,9.2186386,NA
2003,4866.79,118,19.5,NA,NA,NA,8.0285989,4.2399229,NA,2.3363024,NA,6.5328492,NA
2003,4866.81,118,20,NA,NA,NA,5.900068,2.7777698,NA,1.0385778,NA,4.4470645,NA
2003,4866.83,118,20.5,NA,NA,NA,4.2969125,1.9882196,NA,0.23926818,NA,3.2417177,NA
2003,4866.85,118,21,NA,NA,NA,3.2721954,1.3850046,NA,0.050896092,NA,2.2637618,NA
2003,4866.88,118,21.5,NA,NA,NA,2.8650113,1.0520752,NA,0.14455846,NA,1.4874233,NA
2003,4866.9,118,22,NA,NA,NA,2.4725985,0.7411779,NA,0.38937258,NA,1.0832749,NA
2003,4866.92,118,22.5,NA,NA,NA,2.0955401,0.55009919,NA,0.44220008,NA,0.80163155,NA
2003,4866.94,118,23,NA,NA,NA,1.8571013,0.37204418,NA,0.35164745,NA,0.53998558,NA
2003,4866.96,118,23.5,NA,NA,NA,1.7465387,0.21006094,NA,0.26575634,NA,0.38009713,NA
2003,4866.98,118,24,NA,NA,NA,1.5188916,0.13926726,NA,0.2483781,NA,0.23297711,NA
2003,4867,119,0.5,NA,NA,NA,1.5304858,0.075004078,NA,0.58664155,NA,0.16713549,NA
2003,4867.02,119,1,NA,NA,NA,1.4250736,0.079361346,NA,0.80441976,NA,0.10607145,NA
2003,4867.04,119,1.5,NA,NA,NA,1.5537235,0.02394872,NA,0.86468905,NA,0.05131537,NA
2003,4867.06,119,2,NA,NA,NA,1.4479647,0,NA,0.8418661,NA,0.006996003,NA
2003,4867.08,119,2.5,NA,NA,NA,1.4594357,0,NA,0.73767858,NA,0,NA
2003,4867.1,119,3,NA,NA,NA,1.4709236,0,NA,0.79675717,NA,0,NA
2003,4867.13,119,3.5,NA,NA,NA,1.6003938,0,NA,0.69410308,NA,0,NA
2003,4867.15,119,4,NA,NA,NA,1.732323,0,NA,0.83399088,NA,0,NA
2003,4867.17,119,4.5,NA,NA,NA,1.8666374,0,NA,0.89431457,NA,0,NA
2003,4867.19,119,5,NA,NA,NA,1.8787287,0,NA,1.041032,NA,0,NA
2003,4867.21,119,5.5,NA,NA,NA,2.0155451,0,NA,1.1039307,NA,0,NA
2003,4867.23,119,6,NA,NA,NA,2.0278326,0,NA,1.3474044,NA,0,NA
2003,4867.25,119,6.5,NA,NA,NA,2.1670812,0,NA,1.6008738,NA,0,NA
2003,4867.27,119,7,NA,NA,NA,3.4040002,0.066894003,NA,2.267006,NA,0.36362419,NA
2003,4867.29,119,7.5,NA,NA,NA,7.6916682,0.97789875,NA,4.3888186,NA,2.7527736,NA
2003,4867.31,119,8,NA,NA,NA,19.184529,4.1745982,NA,9.8823521,NA,11.881465,NA
2003,4867.33,119,8.5,NA,NA,NA,32.941812,9.9415551,NA,16.853335,NA,26.227976,NA
2003,4867.35,119,9,NA,NA,NA,42.352239,14.865708,NA,21.454871,NA,36.327871,NA
2003,4867.38,119,9.5,NA,NA,NA,50.492894,19.24719,NA,25.364581,NA,42.938405,NA
2003,4867.4,119,10,NA,NA,NA,55.48627,24.176378,NA,27.010336,NA,47.773958,NA
2003,4867.42,119,10.5,NA,NA,NA,56.554751,27.361136,NA,25.89606,NA,47.788979,NA
2003,4867.44,119,11,NA,NA,NA,57.111818,28.707094,NA,24.567914,NA,46.564631,NA
2003,4867.46,119,11.5,NA,NA,NA,58.737621,28.055177,NA,24.707585,NA,46.171387,NA
2003,4867.48,119,12,NA,NA,NA,59.852535,28.072267,NA,24.126441,NA,46.594327,NA
2003,4867.5,119,12.5,NA,NA,NA,61.537264,28.422961,NA,24.264919,NA,47.43321,NA
2003,4867.52,119,13,NA,NA,NA,59.380317,29.454804,NA,25.862967,NA,48.703731,NA
2003,4867.54,119,13.5,NA,NA,NA,56.759541,29.472209,NA,26.252979,NA,48.718876,NA
2003,4867.56,119,14,NA,NA,NA,54.228756,30.525532,NA,26.146618,NA,48.734022,NA
2003,4867.58,119,14.5,NA,NA,NA,48.921592,29.16628,NA,26.040707,NA,45.049856,NA
2003,4867.6,119,15,NA,NA,NA,45.758309,29.183612,NA,25.689388,NA,42.325512,NA
2003,4867.63,119,15.5,NA,NA,NA,43.168418,26.878039,NA,25.585164,NA,38.985919,NA
2003,4867.65,119,16,NA,NA,NA,38.659865,24.678766,NA,21.519217,NA,34.133425,NA
2003,4867.67,119,16.5,NA,NA,NA,35.215373,25.317682,NA,23.243143,NA,35.154884,NA
2003,4867.69,119,17,NA,NA,NA,28.889482,21.147101,NA,19.181903,NA,27.882512,NA
2003,4867.71,119,17.5,NA,NA,NA,22.690638,17.616875,NA,15.698431,NA,24.751103,NA
2003,4867.73,119,18,NA,NA,NA,14.577146,10.800548,NA,9.5776368,NA,17.646442,NA
2003,4867.75,119,18.5,NA,NA,NA,9.6065691,7.0822806,NA,7.1582077,NA,12.46898,NA
2003,4867.77,119,19,NA,NA,NA,7.8950219,5.3564981,NA,4.8670432,NA,9.9889679,NA
2003,4867.79,119,19.5,NA,NA,NA,7.3624898,4.0905788,NA,2.7596117,NA,7.5565789,NA
2003,4867.81,119,20,NA,NA,NA,5.6448794,3.3551194,NA,1.7290482,NA,5.9703741,NA
2003,4867.83,119,20.5,NA,NA,NA,4.3818842,2.5259797,NA,0.99408979,NA,4.5085073,NA
2003,4867.85,119,21,NA,NA,NA,3.3591769,2.0115174,NA,0.57970816,NA,3.4320861,NA
2003,4867.88,119,21.5,NA,NA,NA,2.9523179,0.96151646,NA,0.34973993,NA,2.6821871,NA
2003,4867.9,119,22,NA,NA,NA,2.5598798,0.86262901,NA,0.094247256,NA,1.9831743,NA
2003,4867.92,119,22.5,NA,NA,NA,2.0559222,0.56827595,NA,0,NA,1.5495826,NA
2003,4867.94,119,23,NA,NA,NA,1.8205786,0.14532478,NA,0,NA,1.2431336,NA
2003,4867.96,119,23.5,NA,NA,NA,1.4753744,0.39572208,NA,0.027072345,NA,0.95298258,NA
2003,4867.98,119,24,NA,NA,NA,1.1481042,0.40165586,NA,0.36314968,NA,0.86345868,NA
2003,4868,120,0.5,NA,NA,NA,1.1589557,0.23750461,NA,1.0396822,NA,0.6857818,NA
2003,4868.02,120,1,NA,NA,NA,1.0610526,0.094028927,NA,1.2889513,NA,0.43499944,NA
2003,4868.04,120,1.5,NA,NA,NA,1.0717273,0.036208936,NA,1.3695234,NA,0.35976467,NA
2003,4868.06,120,2,NA,NA,NA,0.871308,0.040000737,NA,1.726982,NA,0.36387396,NA
2003,4868.08,120,2.5,NA,NA,NA,0.68049947,0.10769795,NA,1.6258383,NA,0.2188941,NA
2003,4868.1,120,3,NA,NA,NA,0.16652001,0,NA,1.5261297,NA,0.2226291,NA
2003,4868.13,120,3.5,NA,NA,NA,0.10316772,0.05614275,NA,1.5182629,NA,0.094548816,NA
2003,4868.15,120,4,NA,NA,NA,0,0.064739445,NA,1.5104037,NA,0,NA
2003,4868.17,120,4.5,NA,NA,NA,0,0.073555538,NA,1.7805986,NA,0.092852712,NA
2003,4868.19,120,5,NA,NA,NA,0,0.023369369,NA,1.8674862,NA,0.088016809,NA
2003,4868.21,120,5.5,NA,NA,NA,0.059656797,0.16248181,NA,2.0526462,NA,0.083230102,NA
2003,4868.23,120,6,NA,NA,NA,0.39684021,0.10116415,NA,2.2420355,NA,0.078494345,NA
2003,4868.25,120,6.5,NA,NA,NA,0.61899745,0.11071307,NA,2.3339657,NA,0.021815709,NA
2003,4868.27,120,7,NA,NA,NA,0.96459914,0.054816826,NA,2.8435398,NA,0.26726383,NA
2003,4868.29,120,7.5,NA,NA,NA,3.1313907,0.95739406,NA,4.4196959,NA,1.767475,NA
2003,4868.31,120,8,NA,NA,NA,10.108502,3.8283194,NA,8.4274863,NA,9.1370749,NA
2003,4868.33,120,8.5,NA,NA,NA,27.773909,9.85156,NA,16.796817,NA,27.393071,NA
2003,4868.35,120,9,NA,NA,NA,42.577978,14.977393,NA,23.596952,NA,39.118572,NA
2003,4868.38,120,9.5,NA,NA,NA,52.509548,19.628313,NA,28.455002,NA,45.19786,NA
2003,4868.4,120,10,NA,NA,NA,53.813897,22.487335,NA,29.474331,NA,47.207586,NA
2003,4868.42,120,10.5,NA,NA,NA,53.616826,24.008194,NA,29.195587,NA,48.855962,NA
2003,4868.44,120,11,NA,NA,NA,54.433376,26.530858,NA,30.497018,NA,50.113436,NA
2003,4868.46,120,11.5,NA,NA,NA,53.72719,27.534437,NA,30.747025,NA,49.233618,NA
2003,4868.48,120,12,NA,NA,NA,50.562473,26.28112,NA,29.929867,NA,46.7049,NA
2003,4868.5,120,12.5,NA,NA,NA,52.331049,29.603953,NA,29.912141,NA,49.613564,NA
2003,4868.52,120,13,NA,NA,NA,51.149955,30.670716,NA,28.590227,NA,49.163598,NA
2003,4868.54,120,13.5,NA,NA,NA,48.085901,30.361137,NA,27.553745,NA,46.636513,NA
2003,4868.56,120,14,NA,NA,NA,44.702108,29.035556,NA,26.78619,NA,45.396578,NA
2003,4868.58,120,14.5,NA,NA,NA,39.808258,26.135789,NA,23.882568,NA,38.886639,NA
2003,4868.6,120,15,NA,NA,NA,38.010356,25.541165,NA,25.527814,NA,40.703648,NA
2003,4868.63,120,15.5,NA,NA,NA,39.460539,28.143508,NA,25.996932,NA,41.812004,NA
2003,4868.65,120,16,NA,NA,NA,36.094708,25.297563,NA,23.370183,NA,37.393399,NA
2003,4868.67,120,16.5,NA,NA,NA,24.165491,15.40515,NA,14.857026,NA,23.462625,NA
2003,4868.69,120,17,NA,NA,NA,14.725535,9.670699,NA,9.2660664,NA,16.076872,NA
2003,4868.71,120,17.5,NA,NA,NA,8.3100469,6.1555271,NA,5.975851,NA,11.285538,NA
2003,4868.73,120,18,NA,NA,NA,5.6649787,4.380736,NA,5.0649891,NA,10.326564,NA
2003,4868.75,120,18.5,NA,NA,NA,4.1102255,3.9434944,NA,4.2010817,NA,9.2215378,NA
2003,4868.77,120,19,NA,NA,NA,3.2740766,2.8138056,NA,2.7337277,NA,7.0000363,NA
2003,4868.79,120,19.5,NA,NA,NA,3.1920177,2.0414857,NA,1.3590664,NA,5.1383047,NA
2003,4868.81,120,20,NA,NA,NA,2.4133379,1.4508882,NA,0.3282736,NA,3.7266665,NA
2003,4868.83,120,20.5,NA,NA,NA,1.8171096,1.1267984,NA,0.085929812,NA,2.9402362,NA
2003,4868.85,120,21,NA,NA,NA,1.2635853,0.92640695,NA,0,NA,2.2056591,NA
2003,4868.88,120,21.5,NA,NA,NA,1.0834969,0.73515994,NA,0.035523237,NA,2.0810244,NA
2003,4868.9,120,22,NA,NA,NA,0.90947213,0.64999079,NA,0.000660321,NA,1.6262976,NA
2003,4868.92,120,22.5,NA,NA,NA,0.74207586,0.56714756,NA,0.037244362,NA,1.4051361,NA
2003,4868.94,120,23,NA,NA,NA,0.58205651,0.39686883,NA,0.38884062,NA,1.1916607,NA
2003,4868.96,120,23.5,NA,NA,NA,0.43045675,0.59344256,NA,0.75799029,NA,1.0840292,NA
2003,4868.98,120,24,NA,NA,NA,0.28884153,0.42141485,NA,0.83872689,NA,0.97869353,NA
2003,4869,121,0.5,NA,NA,NA,0.087669125,0.3461927,NA,0.60788109,NA,0.69201451,NA
2003,4869.02,121,1,NA,NA,NA,0,0.1950857,NA,0.60935616,NA,0.511309,NA
2003,4869.04,121,1.5,NA,NA,NA,0.45379382,0.13170945,NA,0.68659039,NA,0.34298226,NA
2003,4869.06,121,2,NA,NA,NA,1.1926601,0.073885719,NA,0.76570279,NA,0.33671989,NA
2003,4869.08,121,2.5,NA,NA,NA,1.3111447,0.082817641,NA,0.84659684,NA,0.25540702,NA
2003,4869.1,121,3,NA,NA,NA,1.1966805,0.091933677,NA,0.84817247,NA,0.11352288,NA
2003,4869.13,121,3.5,NA,NA,NA,1.0846342,0.10122215,NA,0.77033728,NA,0.10846675,NA
2003,4869.15,121,4,NA,NA,NA,0.76044883,0,NA,0.77188327,NA,0.04615269,NA
2003,4869.17,121,4.5,NA,NA,NA,0.12501846,0.00615153,NA,0.93400796,NA,0,NA
2003,4869.19,121,5,NA,NA,NA,0.12631191,0.014429459,NA,1.0183142,NA,0.000340184,NA
2003,4869.21,121,5.5,NA,NA,NA,0.28695047,0.082287489,NA,1.1041824,NA,0.043977434,NA
2003,4869.23,121,6,NA,NA,NA,0.37641347,0.033846749,NA,1.3671689,NA,0.001313934,NA
2003,4869.25,121,6.5,NA,NA,NA,0.56670742,0.044536519,NA,1.830823,NA,0.001871751,NA
2003,4869.27,121,7,NA,NA,NA,0.66832461,0.055732587,NA,1.9287533,NA,0.047118546,NA
2003,4869.29,121,7.5,NA,NA,NA,1.6962792,0.20799402,NA,2.4283642,NA,0.64531361,NA
2003,4869.31,121,8,NA,NA,NA,6.1099975,1.4128345,NA,4.8055181,NA,4.6700711,NA
2003,4869.33,121,8.5,NA,NA,NA,16.797654,4.7276977,NA,10.326414,NA,17.812708,NA
2003,4869.35,121,9,NA,NA,NA,21.224974,7.4668861,NA,14.074733,NA,23.623626,NA
2003,4869.38,121,9.5,NA,NA,NA,27.840238,9.9891537,NA,18.72031,NA,29.690737,NA
2003,4869.4,121,10,NA,NA,NA,36.676561,13.224302,NA,23.073344,NA,35.542869,NA
2003,4869.42,121,10.5,NA,NA,NA,39.129153,15.597904,NA,24.710391,NA,37.288876,NA
2003,4869.44,121,11,NA,NA,NA,39.973323,16.868754,NA,25.432622,NA,38.364371,NA
2003,4869.46,121,11.5,NA,NA,NA,56.752791,26.182884,NA,31.062108,NA,49.371665,NA
2003,4869.48,121,12,NA,NA,NA,56.759043,28.147343,NA,30.796263,NA,50.23883,NA
2003,4869.5,121,12.5,NA,NA,NA,57.857142,28.195024,NA,30.264663,NA,50.244624,NA
2003,4869.52,121,13,NA,NA,NA,55.695426,28.570287,NA,30.002917,NA,49.818317,NA
2003,4869.54,121,13.5,NA,NA,NA,54.11635,28.29043,NA,28.698537,NA,49.39466,NA
2003,4869.56,121,14,NA,NA,NA,49.078678,25.481887,NA,26.185208,NA,46.059509,NA
2003,4869.58,121,14.5,NA,NA,NA,47.165732,25.836999,NA,25.701017,NA,44.45574,NA
2003,4869.6,121,15,NA,NA,NA,44.848177,25.573668,NA,25.462675,NA,42.120379,NA
2003,4869.63,121,15.5,NA,NA,NA,42.171749,24.401334,NA,24.510426,NA,39.135657,NA
2003,4869.65,121,16,NA,NA,NA,37.950118,20.426114,NA,21.101418,NA,33.912782,NA
2003,4869.67,121,16.5,NA,NA,NA,29.627401,15.340563,NA,17.151351,NA,28.840975,NA
2003,4869.69,121,17,NA,NA,NA,26.904255,15.861272,NA,16.957414,NA,29.760446,NA
2003,4869.71,121,17.5,NA,NA,NA,22.483485,14.009651,NA,13.946328,NA,25.352092,NA
2003,4869.73,121,18,NA,NA,NA,15.840591,10.571026,NA,10.379795,NA,19.324612,NA
2003,4869.75,121,18.5,NA,NA,NA,10.687202,7.7011906,NA,7.2306471,NA,14.308836,NA
2003,4869.77,121,19,NA,NA,NA,6.8969962,5.4854461,NA,4.249593,NA,9.9572401,NA
2003,4869.79,121,19.5,NA,NA,NA,4.6459809,3.9567042,NA,2.2722209,NA,7.1847566,NA
2003,4869.81,121,20,NA,NA,NA,3.2543747,2.8482023,NA,1.1525858,NA,5.4660486,NA
2003,4869.83,121,20.5,NA,NA,NA,2.8237631,2.0902962,NA,0.5189139,NA,4.1742255,NA
2003,4869.85,121,21,NA,NA,NA,2.4096957,1.6268472,NA,0.24975872,NA,3.2430689,NA
2003,4869.88,121,21.5,NA,NA,NA,2.0129113,1.4166295,NA,0.080321629,NA,2.7419083,NA
2003,4869.9,121,22,NA,NA,NA,1.3915127,1.3246189,NA,0,NA,2.1470673,NA
2003,4869.92,121,22.5,NA,NA,NA,1.2755764,1.0178848,NA,0,NA,1.8091978,NA
2003,4869.94,121,23,NA,NA,NA,0.93842423,0.73057138,NA,0.10303225,NA,1.5926529,NA
2003,4869.96,121,23.5,NA,NA,NA,0.62607428,0.5571763,NA,0.39232784,NA,1.2795308,NA
2003,4869.98,121,24,NA,NA,NA,0.43468362,0.39449922,NA,0.30647326,NA,1.0805245,NA
2003,4870,122,0.5,NA,NA,NA,0.25936043,0.32568094,NA,0.11014329,NA,0.88936457,NA
2003,4870.02,122,1,NA,NA,NA,0.17993637,0.25971182,NA,0.20766552,NA,0.70676381,NA
2003,4870.04,122,1.5,NA,NA,NA,0.10694558,0.19696372,NA,0.25143541,NA,0.61982853,NA
2003,4870.06,122,2,NA,NA,NA,0.042843355,0.21140461,NA,0.2968076,NA,0.37164782,NA
2003,4870.08,122,2.5,NA,NA,NA,0.043899713,0.08362028,NA,0.10199181,NA,0.29616742,NA
2003,4870.1,122,3,NA,NA,NA,0.044960846,0.035574856,NA,0.26007166,NA,0.22436497,NA
2003,4870.13,122,3.5,NA,NA,NA,0.046026683,0,NA,0.24205371,NA,0.15686733,NA
2003,4870.15,122,4,NA,NA,NA,0.047097156,0.002306834,NA,0.22428327,NA,0.15818992,NA
2003,4870.17,122,4.5,NA,NA,NA,0.048172199,0.00541107,NA,0.26878536,NA,0.0958857,NA
2003,4870.19,122,5,NA,NA,NA,0,0.061563046,NA,0.25062852,NA,0.040799565,NA
2003,4870.21,122,5.5,NA,NA,NA,0.043803482,0.066856651,NA,0.17258582,NA,0,NA
2003,4870.23,122,6,NA,NA,NA,0.10297343,0.016701265,NA,0.010201919,NA,0,NA
2003,4870.25,122,6.5,NA,NA,NA,0.1699295,0.020899809,NA,0.085992336,NA,0.037551547,NA
2003,4870.27,122,7,NA,NA,NA,0.24260317,0.083200491,NA,0.24122624,NA,0.035447324,NA
2003,4870.29,122,7.5,NA,NA,NA,0.50321206,0.088791455,NA,0.16373965,NA,0.033366212,NA
2003,4870.31,122,8,NA,NA,NA,4.2934232,0.67926177,NA,0.93462865,NA,1.8167412,NA
2003,4870.33,122,8.5,NA,NA,NA,16.558237,3.6235229,NA,5.0382474,NA,13.502543,NA
2003,4870.35,122,9,NA,NA,NA,28.857568,8.0625574,NA,10.957004,NA,29.196256,NA
2003,4870.38,122,9.5,NA,NA,NA,46.59841,16.406329,NA,17.889882,NA,43.737798,NA
2003,4870.4,122,10,NA,NA,NA,56.65334,22.792059,NA,22.131838,NA,49.470091,NA
2003,4870.42,122,10.5,NA,NA,NA,60.509245,27.338614,NA,23.456987,NA,52.076948,NA
2003,4870.44,122,11,NA,NA,NA,62.20431,29.299401,NA,24.108304,NA,52.510708,NA
2003,4870.46,122,11.5,NA,NA,NA,63.937255,28.666121,NA,24.530046,NA,53.398912,NA
2003,4870.48,122,12,NA,NA,NA,64.500899,25.232718,NA,23.297257,NA,51.596677,NA
2003,4870.5,122,12.5,NA,NA,NA,66.285688,25.557406,NA,23.244059,NA,51.143983,NA
