year,JDT,DOY,Time,PAR.HW
2003,4841.29,93,7.5,314.5
2003,4841.31,93,8,507.29999
2003,4841.33,93,8.5,709
2003,4841.35,93,9,902
2003,4841.38,93,9.5,1080
2003,4841.4,93,10,1235
2003,4841.42,93,10.5,1369
2003,4841.44,93,11,1480
2003,4841.46,93,11.5,1572
2003,4841.48,93,12,1629
2003,4841.5,93,12.5,1664
2003,4841.52,93,13,1664
2003,4841.54,93,13.5,1633
2003,4841.56,93,14,1576
2003,4841.58,93,14.5,1494
2003,4841.6,93,15,1379
2003,4841.63,93,15.5,1237
2003,4841.65,93,16,1069
2003,4841.67,93,16.5,897
2003,4841.69,93,17,705
2003,4841.71,93,17.5,488.79999
2003,4841.73,93,18,291.5
2003,4841.75,93,18.5,108.6
2003,4841.77,93,19,0
2003,4841.79,93,19.5,0
2003,4841.81,93,20,0
2003,4841.83,93,20.5,0
2003,4841.85,93,21,0
2003,4841.88,93,21.5,0
2003,4841.9,93,22,0
2003,4841.92,93,22.5,0
2003,4841.94,93,23,0
2003,4841.96,93,23.5,0
2003,4841.98,93,24,0
2003,4842,94,0.5,0
2003,4842.02,94,1,0
2003,4842.04,94,1.5,0
2003,4842.06,94,2,0
2003,4842.08,94,2.5,0
2003,4842.1,94,3,0
2003,4842.13,94,3.5,0
2003,4842.15,94,4,0
2003,4842.17,94,4.5,0
2003,4842.19,94,5,0
2003,4842.21,94,5.5,0
2003,4842.23,94,6,0
2003,4842.25,94,6.5,39.57
2003,4842.27,94,7,164.3
2003,4842.29,94,7.5,307.60001
2003,4842.31,94,8,474.39999
2003,4842.33,94,8.5,661.20001
2003,4842.35,94,9,936
2003,4842.38,94,9.5,1061
2003,4842.4,94,10,1182
2003,4842.42,94,10.5,1286
2003,4842.44,94,11,1295
2003,4842.46,94,11.5,1328
2003,4842.48,94,12,1248
2003,4842.5,94,12.5,1210
2003,4842.52,94,13,1181
2003,4842.54,94,13.5,1391
2003,4842.56,94,14,1160
2003,4842.58,94,14.5,967
2003,4842.6,94,15,580.20001
2003,4842.63,94,15.5,932
2003,4842.65,94,16,819
2003,4842.67,94,16.5,756
2003,4842.69,94,17,332.10001
2003,4842.71,94,17.5,281.5
2003,4842.73,94,18,324.39999
2003,4842.75,94,18.5,80.599998
2003,4842.77,94,19,0
2003,4842.79,94,19.5,0
2003,4842.81,94,20,0
2003,4842.83,94,20.5,0
2003,4842.85,94,21,0
2003,4842.88,94,21.5,0
2003,4842.9,94,22,0
2003,4842.92,94,22.5,0
2003,4842.94,94,23,0
2003,4842.96,94,23.5,0
2003,4842.98,94,24,0
2003,4843,95,0.5,0
2003,4843.02,95,1,0
2003,4843.04,95,1.5,0
2003,4843.06,95,2,0
2003,4843.08,95,2.5,0
2003,4843.1,95,3,0
2003,4843.13,95,3.5,0
2003,4843.15,95,4,0
2003,4843.17,95,4.5,0
2003,4843.19,95,5,0
2003,4843.21,95,5.5,0
2003,4843.23,95,6,0
2003,4843.25,95,6.5,35.919998
2003,4843.27,95,7,144.3
2003,4843.29,95,7.5,322.5
2003,4843.31,95,8,509.20001
2003,4843.33,95,8.5,499.79999
2003,4843.35,95,9,601.29999
2003,4843.38,95,9.5,502.5
2003,4843.4,95,10,569.79999
2003,4843.42,95,10.5,216.89999
2003,4843.44,95,11,98.5
2003,4843.46,95,11.5,313.5
2003,4843.48,95,12,715
2003,4843.5,95,12.5,489.5
2003,4843.52,95,13,301.10001
2003,4843.54,95,13.5,391.20001
2003,4843.56,95,14,943
2003,4843.58,95,14.5,1524
2003,4843.6,95,15,1396
2003,4843.63,95,15.5,1267
2003,4843.65,95,16,1030
2003,4843.67,95,16.5,923
2003,4843.69,95,17,704
2003,4843.71,95,17.5,517.40002
2003,4843.73,95,18,242.5
2003,4843.75,95,18.5,104.9
2003,4843.77,95,19,0
2003,4843.79,95,19.5,0
2003,4843.81,95,20,0
2003,4843.83,95,20.5,0
2003,4843.85,95,21,0
2003,4843.88,95,21.5,0
2003,4843.9,95,22,0
2003,4843.92,95,22.5,0
2003,4843.94,95,23,0
2003,4843.96,95,23.5,0
2003,4843.98,95,24,0
2003,4844,96,0.5,0
2003,4844.02,96,1,0
2003,4844.04,96,1.5,0
2003,4844.06,96,2,0
2003,4844.08,96,2.5,0
2003,4844.1,96,3,0
2003,4844.13,96,3.5,0
2003,4844.15,96,4,0
2003,4844.17,96,4.5,0
2003,4844.19,96,5,0
2003,4844.21,96,5.5,0
2003,4844.23,96,6,0
2003,4844.25,96,6.5,41.75
2003,4844.27,96,7,191.39999
2003,4844.29,96,7.5,310
2003,4844.31,96,8,471.39999
2003,4844.33,96,8.5,710
2003,4844.35,96,9,935
2003,4844.38,96,9.5,1079
2003,4844.4,96,10,1250
2003,4844.42,96,10.5,1358
2003,4844.44,96,11,1467
2003,4844.46,96,11.5,1491
2003,4844.48,96,12,1266
2003,4844.5,96,12.5,1251
2003,4844.52,96,13,1587
2003,4844.54,96,13.5,1488
2003,4844.56,96,14,1291
2003,4844.58,96,14.5,1171
2003,4844.6,96,15,1435
2003,4844.63,96,15.5,1251
2003,4844.65,96,16,1022
2003,4844.67,96,16.5,679.20001
2003,4844.69,96,17,458.29999
2003,4844.71,96,17.5,317.79999
2003,4844.73,96,18,197.8
2003,4844.75,96,18.5,85
2003,4844.77,96,19,0
2003,4844.79,96,19.5,0
2003,4844.81,96,20,0
2003,4844.83,96,20.5,0
2003,4844.85,96,21,0
2003,4844.88,96,21.5,0
2003,4844.9,96,22,0
2003,4844.92,96,22.5,0
2003,4844.94,96,23,0
2003,4844.96,96,23.5,0
2003,4844.98,96,24,0
2003,4845,97,0.5,0
2003,4845.02,97,1,0
2003,4845.04,97,1.5,0
2003,4845.06,97,2,0
2003,4845.08,97,2.5,0
2003,4845.1,97,3,0
2003,4845.13,97,3.5,0
2003,4845.15,97,4,0
2003,4845.17,97,4.5,0
2003,4845.19,97,5,0
2003,4845.21,97,5.5,0
2003,4845.23,97,6,0
2003,4845.25,97,6.5,2.2309999
2003,4845.27,97,7,13.87
2003,4845.29,97,7.5,36.580002
2003,4845.31,97,8,42.830002
2003,4845.33,97,8.5,71.400002
2003,4845.35,97,9,82.800003
2003,4845.38,97,9.5,118.1
2003,4845.4,97,10,104.5
2003,4845.42,97,10.5,139.5
2003,4845.44,97,11,149.60001
2003,4845.46,97,11.5,212.2
2003,4845.48,97,12,251.5
2003,4845.5,97,12.5,397.60001
2003,4845.52,97,13,288
2003,4845.54,97,13.5,278.89999
2003,4845.56,97,14,184.5
2003,4845.58,97,14.5,178.39999
2003,4845.6,97,15,178.3
2003,4845.63,97,15.5,174
2003,4845.65,97,16,180.39999
2003,4845.67,97,16.5,166.8
2003,4845.69,97,17,115.1
2003,4845.71,97,17.5,87.199997
2003,4845.73,97,18,39.48
2003,4845.75,97,18.5,10.81
2003,4845.77,97,19,0
2003,4845.79,97,19.5,0
2003,4845.81,97,20,0
2003,4845.83,97,20.5,0
2003,4845.85,97,21,0
2003,4845.88,97,21.5,0
2003,4845.9,97,22,0
2003,4845.92,97,22.5,0
2003,4845.94,97,23,0
2003,4845.96,97,23.5,0
2003,4845.98,97,24,0
2003,4846,98,0.5,0
2003,4846.02,98,1,0
2003,4846.04,98,1.5,0
2003,4846.06,98,2,0
2003,4846.08,98,2.5,0
2003,4846.1,98,3,0
2003,4846.13,98,3.5,0
2003,4846.15,98,4,0
2003,4846.17,98,4.5,0
2003,4846.19,98,5,0
2003,4846.21,98,5.5,0
2003,4846.23,98,6,0.266
2003,4846.25,98,6.5,12.72
2003,4846.27,98,7,69.470001
2003,4846.29,98,7.5,77.400002
2003,4846.31,98,8,79.199997
2003,4846.33,98,8.5,84.800003
2003,4846.35,98,9,131
2003,4846.38,98,9.5,376.79999
2003,4846.4,98,10,274.10001
2003,4846.42,98,10.5,333.60001
2003,4846.44,98,11,400.60001
2003,4846.46,98,11.5,262.29999
2003,4846.48,98,12,278.20001
2003,4846.5,98,12.5,276.5
2003,4846.52,98,13,244.89999
2003,4846.54,98,13.5,151.60001
2003,4846.56,98,14,159.2
2003,4846.58,98,14.5,162.89999
2003,4846.6,98,15,190.3
2003,4846.63,98,15.5,200.8
2003,4846.65,98,16,153
2003,4846.67,98,16.5,91.900002
2003,4846.69,98,17,50.18
2003,4846.71,98,17.5,34.07
2003,4846.73,98,18,20.18
2003,4846.75,98,18.5,4.5939999
2003,4846.77,98,19,0
2003,4846.79,98,19.5,0
2003,4846.81,98,20,0
2003,4846.83,98,20.5,0
2003,4846.85,98,21,0
2003,4846.88,98,21.5,0
2003,4846.9,98,22,0
2003,4846.92,98,22.5,0
2003,4846.94,98,23,0
2003,4846.96,98,23.5,0
2003,4846.98,98,24,0
2003,4847,99,0.5,0
2003,4847.02,99,1,0
2003,4847.04,99,1.5,0
2003,4847.06,99,2,0
2003,4847.08,99,2.5,0
2003,4847.1,99,3,0
2003,4847.13,99,3.5,0
2003,4847.15,99,4,0
2003,4847.17,99,4.5,0
2003,4847.19,99,5,0
2003,4847.21,99,5.5,0
2003,4847.23,99,6,0.37099999
2003,4847.25,99,6.5,8.29
2003,4847.27,99,7,33.720001
2003,4847.29,99,7.5,76.300003
2003,4847.31,99,8,138.5
2003,4847.33,99,8.5,143.5
2003,4847.35,99,9,219
2003,4847.38,99,9.5,234
2003,4847.4,99,10,254.3
2003,4847.42,99,10.5,294.89999
2003,4847.44,99,11,395.89999
2003,4847.46,99,11.5,388.89999
2003,4847.48,99,12,426.10001
2003,4847.5,99,12.5,407.79999
2003,4847.52,99,13,378.60001
2003,4847.54,99,13.5,393.20001
2003,4847.56,99,14,377.89999
2003,4847.58,99,14.5,466.89999
2003,4847.6,99,15,432.79999
2003,4847.63,99,15.5,265
2003,4847.65,99,16,304.29999
2003,4847.67,99,16.5,267.60001
2003,4847.69,99,17,157
2003,4847.71,99,17.5,87.599998
2003,4847.73,99,18,48.110001
2003,4847.75,99,18.5,15.9
2003,4847.77,99,19,0
2003,4847.79,99,19.5,0
2003,4847.81,99,20,0
2003,4847.83,99,20.5,0
2003,4847.85,99,21,0
2003,4847.88,99,21.5,0
2003,4847.9,99,22,0
2003,4847.92,99,22.5,0
2003,4847.94,99,23,0
2003,4847.96,99,23.5,0
2003,4847.98,99,24,0
2003,4848,100,0.5,0
2003,4848.02,100,1,0
2003,4848.04,100,1.5,0
2003,4848.06,100,2,0
2003,4848.08,100,2.5,0
2003,4848.1,100,3,0
2003,4848.13,100,3.5,0
2003,4848.15,100,4,0
2003,4848.17,100,4.5,0
2003,4848.19,100,5,0
2003,4848.21,100,5.5,0
2003,4848.23,100,6,0.41999999
2003,4848.25,100,6.5,8.7200003
2003,4848.27,100,7,34.77
2003,4848.29,100,7.5,55.779999
2003,4848.31,100,8,88.699997
2003,4848.33,100,8.5,104.8
2003,4848.35,100,9,83.599998
2003,4848.38,100,9.5,92.099998
2003,4848.4,100,10,129.60001
2003,4848.42,100,10.5,104.6
2003,4848.44,100,11,52.560001
2003,4848.46,100,11.5,122.6
2003,4848.48,100,12,85.300003
2003,4848.5,100,12.5,74.699997
2003,4848.52,100,13,86
2003,4848.54,100,13.5,162.39999
2003,4848.56,100,14,252.2
2003,4848.58,100,14.5,252
2003,4848.6,100,15,174.5
2003,4848.63,100,15.5,188
2003,4848.65,100,16,141.39999
2003,4848.67,100,16.5,128.60001
2003,4848.69,100,17,95.300003
2003,4848.71,100,17.5,68.029999
2003,4848.73,100,18,41.540001
2003,4848.75,100,18.5,17.049999
2003,4848.77,100,19,0
2003,4848.79,100,19.5,0
2003,4848.81,100,20,0
2003,4848.83,100,20.5,0
2003,4848.85,100,21,0
2003,4848.88,100,21.5,0
2003,4848.9,100,22,0
2003,4848.92,100,22.5,0
2003,4848.94,100,23,0
2003,4848.96,100,23.5,0
2003,4848.98,100,24,0
2003,4849,101,0.5,0
2003,4849.02,101,1,0
2003,4849.04,101,1.5,0
2003,4849.06,101,2,0
2003,4849.08,101,2.5,0
2003,4849.1,101,3,0
2003,4849.13,101,3.5,0
2003,4849.15,101,4,0
2003,4849.17,101,4.5,0
2003,4849.19,101,5,0
2003,4849.21,101,5.5,0
2003,4849.23,101,6,0.86500001
2003,4849.25,101,6.5,9.6700001
2003,4849.27,101,7,44.990002
2003,4849.29,101,7.5,81
2003,4849.31,101,8,150.2
2003,4849.33,101,8.5,96.900002
2003,4849.35,101,9,150.8
2003,4849.38,101,9.5,185.10001
2003,4849.4,101,10,221.3
2003,4849.42,101,10.5,282
2003,4849.44,101,11,336.70001
2003,4849.46,101,11.5,365.10001
2003,4849.48,101,12,326.29999
2003,4849.5,101,12.5,453.10001
2003,4849.52,101,13,529.70001
2003,4849.54,101,13.5,508.10001
2003,4849.56,101,14,448
2003,4849.58,101,14.5,498.70001
2003,4849.6,101,15,499.5
2003,4849.63,101,15.5,304.29999
2003,4849.65,101,16,385.79999
2003,4849.67,101,16.5,462.10001
2003,4849.69,101,17,423.60001
2003,4849.71,101,17.5,319.29999
2003,4849.73,101,18,90.5
2003,4849.75,101,18.5,79.900002
2003,4849.77,101,19,0
2003,4849.79,101,19.5,0
2003,4849.81,101,20,0
2003,4849.83,101,20.5,0
2003,4849.85,101,21,0
2003,4849.88,101,21.5,0
2003,4849.9,101,22,0
2003,4849.92,101,22.5,0
2003,4849.94,101,23,0
2003,4849.96,101,23.5,0
2003,4849.98,101,24,0
2003,4850,102,0.5,0
2003,4850.02,102,1,0
2003,4850.04,102,1.5,0
2003,4850.06,102,2,0
2003,4850.08,102,2.5,0
2003,4850.1,102,3,0
2003,4850.13,102,3.5,0
2003,4850.15,102,4,0
2003,4850.17,102,4.5,0
2003,4850.19,102,5,0
2003,4850.21,102,5.5,0
2003,4850.23,102,6,5.092
2003,4850.25,102,6.5,54.610001
2003,4850.27,102,7,209.89999
2003,4850.29,102,7.5,398.29999
2003,4850.31,102,8,598.20001
2003,4850.33,102,8.5,800
2003,4850.35,102,9,989
2003,4850.38,102,9.5,1166
2003,4850.4,102,10,1320
2003,4850.42,102,10.5,1452
2003,4850.44,102,11,1561
2003,4850.46,102,11.5,1641
2003,4850.48,102,12,1688
2003,4850.5,102,12.5,1715
2003,4850.52,102,13,1715
2003,4850.54,102,13.5,1684
2003,4850.56,102,14,1625
2003,4850.58,102,14.5,1533
2003,4850.6,102,15,1422
2003,4850.63,102,15.5,1282
2003,4850.65,102,16,1119
2003,4850.67,102,16.5,935
2003,4850.69,102,17,740
2003,4850.71,102,17.5,531.40002
2003,4850.73,102,18,322.89999
2003,4850.75,102,18.5,138.2
2003,4850.77,102,19,0
2003,4850.79,102,19.5,0
2003,4850.81,102,20,0
2003,4850.83,102,20.5,0
2003,4850.85,102,21,0
2003,4850.88,102,21.5,0
2003,4850.9,102,22,0
2003,4850.92,102,22.5,0
2003,4850.94,102,23,0
2003,4850.96,102,23.5,0
2003,4850.98,102,24,0
2003,4851,103,0.5,0
2003,4851.02,103,1,0
2003,4851.04,103,1.5,0
2003,4851.06,103,2,0
2003,4851.08,103,2.5,0
2003,4851.1,103,3,0
2003,4851.13,103,3.5,0
2003,4851.15,103,4,0
2003,4851.17,103,4.5,0
2003,4851.19,103,5,0
2003,4851.21,103,5.5,0
2003,4851.23,103,6,6.2979999
2003,4851.25,103,6.5,62.639999
2003,4851.27,103,7,202.7
2003,4851.29,103,7.5,377.39999
2003,4851.31,103,8,575.20001
2003,4851.33,103,8.5,771
2003,4851.35,103,9,963
2003,4851.38,103,9.5,1134
2003,4851.4,103,10,1283
2003,4851.42,103,10.5,1420
2003,4851.44,103,11,1525
2003,4851.46,103,11.5,1600
2003,4851.48,103,12,1659
2003,4851.5,103,12.5,1687
2003,4851.52,103,13,1691
2003,4851.54,103,13.5,1661
2003,4851.56,103,14,1602
2003,4851.58,103,14.5,1517
2003,4851.6,103,15,1406
2003,4851.63,103,15.5,1263
2003,4851.65,103,16,1098
2003,4851.67,103,16.5,918
2003,4851.69,103,17,724
2003,4851.71,103,17.5,520.29999
2003,4851.73,103,18,316
2003,4851.75,103,18.5,138.60001
2003,4851.77,103,19,0
2003,4851.79,103,19.5,0
2003,4851.81,103,20,0
2003,4851.83,103,20.5,0
2003,4851.85,103,21,0
2003,4851.88,103,21.5,0
2003,4851.9,103,22,0
2003,4851.92,103,22.5,0
2003,4851.94,103,23,0
2003,4851.96,103,23.5,0
2003,4851.98,103,24,0
2003,4852,104,0.5,0
2003,4852.02,104,1,0
2003,4852.04,104,1.5,0
2003,4852.06,104,2,0
2003,4852.08,104,2.5,0
2003,4852.1,104,3,0
2003,4852.13,104,3.5,0
2003,4852.15,104,4,0
2003,4852.17,104,4.5,0
2003,4852.19,104,5,0
2003,4852.21,104,5.5,0
2003,4852.23,104,6,7.3400002
2003,4852.25,104,6.5,69.019997
2003,4852.27,104,7,211.8
2003,4852.29,104,7.5,386.79999
2003,4852.31,104,8,581.59998
2003,4852.33,104,8.5,780
2003,4852.35,104,9,965
2003,4852.38,104,9.5,1135
2003,4852.4,104,10,1291
2003,4852.42,104,10.5,1423
2003,4852.44,104,11,1527
2003,4852.46,104,11.5,1609
2003,4852.48,104,12,1661
2003,4852.5,104,12.5,1696
2003,4852.52,104,13,1697
2003,4852.54,104,13.5,1674
2003,4852.56,104,14,1628
2003,4852.58,104,14.5,1476
2003,4852.6,104,15,1420
2003,4852.63,104,15.5,1177
2003,4852.65,104,16,1134
2003,4852.67,104,16.5,816
2003,4852.69,104,17,588.20001
2003,4852.71,104,17.5,499
2003,4852.73,104,18,316.5
2003,4852.75,104,18.5,130.39999
2003,4852.77,104,19,0
2003,4852.79,104,19.5,0
2003,4852.81,104,20,0
2003,4852.83,104,20.5,0
2003,4852.85,104,21,0
2003,4852.88,104,21.5,0
2003,4852.9,104,22,0
2003,4852.92,104,22.5,0
2003,4852.94,104,23,0
2003,4852.96,104,23.5,0
2003,4852.98,104,24,0
2003,4853,105,0.5,0
2003,4853.02,105,1,0
2003,4853.04,105,1.5,0
2003,4853.06,105,2,0
2003,4853.08,105,2.5,0
2003,4853.1,105,3,0
2003,4853.13,105,3.5,0
2003,4853.15,105,4,0
2003,4853.17,105,4.5,0
2003,4853.19,105,5,0
2003,4853.21,105,5.5,0
2003,4853.23,105,6,8.1199999
2003,4853.25,105,6.5,70.099998
2003,4853.27,105,7,200.7
2003,4853.29,105,7.5,371
2003,4853.31,105,8,562.09998
2003,4853.33,105,8.5,758
2003,4853.35,105,9,950
2003,4853.38,105,9.5,1122
2003,4853.4,105,10,1277
2003,4853.42,105,10.5,1406
2003,4853.44,105,11,1517
2003,4853.46,105,11.5,1599
2003,4853.48,105,12,1669
2003,4853.5,105,12.5,1679
2003,4853.52,105,13,1693
2003,4853.54,105,13.5,1656
2003,4853.56,105,14,1506
2003,4853.58,105,14.5,1337
2003,4853.6,105,15,1277
2003,4853.63,105,15.5,1215
2003,4853.65,105,16,976
2003,4853.67,105,16.5,898
2003,4853.69,105,17,719
2003,4853.71,105,17.5,505.39999
2003,4853.73,105,18,307.79999
2003,4853.75,105,18.5,132.7
2003,4853.77,105,19,0
2003,4853.79,105,19.5,0
2003,4853.81,105,20,0
2003,4853.83,105,20.5,0
2003,4853.85,105,21,0
2003,4853.88,105,21.5,0
2003,4853.9,105,22,0
2003,4853.92,105,22.5,0
2003,4853.94,105,23,0
2003,4853.96,105,23.5,0
2003,4853.98,105,24,0
2003,4854,106,0.5,0
2003,4854.02,106,1,0
2003,4854.04,106,1.5,0
2003,4854.06,106,2,0
2003,4854.08,106,2.5,0
2003,4854.1,106,3,0
2003,4854.13,106,3.5,0
2003,4854.15,106,4,0
2003,4854.17,106,4.5,0
2003,4854.19,106,5,0
2003,4854.21,106,5.5,0
2003,4854.23,106,6,9.1599998
2003,4854.25,106,6.5,74.400002
2003,4854.27,106,7,214.7
2003,4854.29,106,7.5,393.5
2003,4854.31,106,8,591
2003,4854.33,106,8.5,788
2003,4854.35,106,9,975
2003,4854.38,106,9.5,1145
2003,4854.4,106,10,1300
2003,4854.42,106,10.5,1442
2003,4854.44,106,11,1553
2003,4854.46,106,11.5,1630
2003,4854.48,106,12,1692
2003,4854.5,106,12.5,1717
2003,4854.52,106,13,1732
2003,4854.54,106,13.5,1695
2003,4854.56,106,14,1631
2003,4854.58,106,14.5,1541
2003,4854.6,106,15,1442
2003,4854.63,106,15.5,1295
2003,4854.65,106,16,1128
2003,4854.67,106,16.5,926
2003,4854.69,106,17,674.5
2003,4854.71,106,17.5,421.70001
2003,4854.73,106,18,265.5
2003,4854.75,106,18.5,101
2003,4854.77,106,19,0
2003,4854.79,106,19.5,0
2003,4854.81,106,20,0
2003,4854.83,106,20.5,0
2003,4854.85,106,21,0
2003,4854.88,106,21.5,0
2003,4854.9,106,22,0
2003,4854.92,106,22.5,0
2003,4854.94,106,23,0
2003,4854.96,106,23.5,0
2003,4854.98,106,24,0
2003,4855,107,0.5,0
2003,4855.02,107,1,0
2003,4855.04,107,1.5,0
2003,4855.06,107,2,0
2003,4855.08,107,2.5,0
2003,4855.1,107,3,0
2003,4855.13,107,3.5,0
2003,4855.15,107,4,0
2003,4855.17,107,4.5,0
2003,4855.19,107,5,0
2003,4855.21,107,5.5,0
2003,4855.23,107,6,8.8699999
2003,4855.25,107,6.5,59.540001
2003,4855.27,107,7,202.2
2003,4855.29,107,7.5,406.70001
2003,4855.31,107,8,595.79999
2003,4855.33,107,8.5,803
2003,4855.35,107,9,987
2003,4855.38,107,9.5,1172
2003,4855.4,107,10,1355
2003,4855.42,107,10.5,1475
2003,4855.44,107,11,1480
2003,4855.46,107,11.5,1687
2003,4855.48,107,12,1748
2003,4855.5,107,12.5,1634
2003,4855.52,107,13,1569
2003,4855.54,107,13.5,1724
2003,4855.56,107,14,1639
2003,4855.58,107,14.5,1377
2003,4855.6,107,15,1382
2003,4855.63,107,15.5,1476
2003,4855.65,107,16,884
2003,4855.67,107,16.5,899
2003,4855.69,107,17,427.20001
2003,4855.71,107,17.5,227.10001
2003,4855.73,107,18,235.7
2003,4855.75,107,18.5,81.5
2003,4855.77,107,19,0
2003,4855.79,107,19.5,0
2003,4855.81,107,20,0
2003,4855.83,107,20.5,0
2003,4855.85,107,21,0
2003,4855.88,107,21.5,0
2003,4855.9,107,22,0
2003,4855.92,107,22.5,0
2003,4855.94,107,23,0
2003,4855.96,107,23.5,0
2003,4855.98,107,24,0
2003,4856,108,0.5,0
2003,4856.02,108,1,0
2003,4856.04,108,1.5,0
2003,4856.06,108,2,0
2003,4856.08,108,2.5,0
2003,4856.1,108,3,0
2003,4856.13,108,3.5,0
2003,4856.15,108,4,0
2003,4856.17,108,4.5,0
2003,4856.19,108,5,0
2003,4856.21,108,5.5,0
2003,4856.23,108,6,2.8529999
2003,4856.25,108,6.5,14.31
2003,4856.27,108,7,22.610001
2003,4856.29,108,7.5,39.599998
2003,4856.31,108,8,106.6
2003,4856.33,108,8.5,127.1
2003,4856.35,108,9,104.4
2003,4856.38,108,9.5,88.599998
2003,4856.4,108,10,107.7
2003,4856.42,108,10.5,205.39999
2003,4856.44,108,11,196.60001
2003,4856.46,108,11.5,273.10001
2003,4856.48,108,12,194.8
2003,4856.5,108,12.5,280.29999
2003,4856.52,108,13,285.29999
2003,4856.54,108,13.5,318.20001
2003,4856.56,108,14,225.7
2003,4856.58,108,14.5,254.7
2003,4856.6,108,15,214.10001
2003,4856.63,108,15.5,234.10001
2003,4856.65,108,16,170
2003,4856.67,108,16.5,120
2003,4856.69,108,17,80.400002
2003,4856.71,108,17.5,63.619999
2003,4856.73,108,18,38.66
2003,4856.75,108,18.5,19.190001
2003,4856.77,108,19,0
2003,4856.79,108,19.5,0
2003,4856.81,108,20,0
2003,4856.83,108,20.5,0
2003,4856.85,108,21,0
2003,4856.88,108,21.5,0
2003,4856.9,108,22,0
2003,4856.92,108,22.5,0
2003,4856.94,108,23,0
2003,4856.96,108,23.5,0
2003,4856.98,108,24,0
2003,4857,109,0.5,0
2003,4857.02,109,1,0
2003,4857.04,109,1.5,0
2003,4857.06,109,2,0
2003,4857.08,109,2.5,0
2003,4857.1,109,3,0
2003,4857.13,109,3.5,0
2003,4857.15,109,4,0
2003,4857.17,109,4.5,0
2003,4857.19,109,5,0
2003,4857.21,109,5.5,0
2003,4857.23,109,6,2.609
2003,4857.25,109,6.5,17.49
2003,4857.27,109,7,40.93
2003,4857.29,109,7.5,75.5
2003,4857.31,109,8,155.10001
2003,4857.33,109,8.5,227.5
2003,4857.35,109,9,266.29999
2003,4857.38,109,9.5,287.10001
2003,4857.4,109,10,345.20001
2003,4857.42,109,10.5,353.20001
2003,4857.44,109,11,338.39999
2003,4857.46,109,11.5,343.60001
2003,4857.48,109,12,382.39999
2003,4857.5,109,12.5,526.09998
2003,4857.52,109,13,437.20001
2003,4857.54,109,13.5,440.79999
2003,4857.56,109,14,377.29999
2003,4857.58,109,14.5,382.39999
2003,4857.6,109,15,453.5
2003,4857.63,109,15.5,406.29999
2003,4857.65,109,16,317.60001
2003,4857.67,109,16.5,273.60001
2003,4857.69,109,17,198.2
2003,4857.71,109,17.5,114
2003,4857.73,109,18,77.800003
2003,4857.75,109,18.5,38.150002
2003,4857.77,109,19,0
2003,4857.79,109,19.5,0
2003,4857.81,109,20,0
2003,4857.83,109,20.5,0
2003,4857.85,109,21,0
2003,4857.88,109,21.5,0
2003,4857.9,109,22,0
2003,4857.92,109,22.5,0
2003,4857.94,109,23,0
2003,4857.96,109,23.5,0
2003,4857.98,109,24,0
2003,4858,110,0.5,0
2003,4858.02,110,1,0
2003,4858.04,110,1.5,0
2003,4858.06,110,2,0
2003,4858.08,110,2.5,0
2003,4858.1,110,3,0
2003,4858.13,110,3.5,0
2003,4858.15,110,4,0
2003,4858.17,110,4.5,0
2003,4858.19,110,5,0
2003,4858.21,110,5.5,0
2003,4858.23,110,6,10.41
2003,4858.25,110,6.5,47.349998
2003,4858.27,110,7,172.39999
2003,4858.29,110,7.5,339.5
2003,4858.31,110,8,378.79999
2003,4858.33,110,8.5,373
2003,4858.35,110,9,732
2003,4858.38,110,9.5,868
2003,4858.4,110,10,837
2003,4858.42,110,10.5,948
2003,4858.44,110,11,1021
2003,4858.46,110,11.5,1189
2003,4858.48,110,12,665.70001
2003,4858.5,110,12.5,1180
2003,4858.52,110,13,1095
2003,4858.54,110,13.5,979
2003,4858.56,110,14,1088
2003,4858.58,110,14.5,1192
2003,4858.6,110,15,1393
2003,4858.63,110,15.5,1334
2003,4858.65,110,16,1180
2003,4858.67,110,16.5,775
2003,4858.69,110,17,795
2003,4858.71,110,17.5,578.90002
2003,4858.73,110,18,358
2003,4858.75,110,18.5,161.7
2003,4858.77,110,19,0
2003,4858.79,110,19.5,0
2003,4858.81,110,20,0
2003,4858.83,110,20.5,0
2003,4858.85,110,21,0
2003,4858.88,110,21.5,0
2003,4858.9,110,22,0
2003,4858.92,110,22.5,0
2003,4858.94,110,23,0
2003,4858.96,110,23.5,0
2003,4858.98,110,24,0
2003,4859,111,0.5,0
2003,4859.02,111,1,0
2003,4859.04,111,1.5,0
2003,4859.06,111,2,0
2003,4859.08,111,2.5,0
2003,4859.1,111,3,0
2003,4859.13,111,3.5,0
2003,4859.15,111,4,0
2003,4859.17,111,4.5,0
2003,4859.19,111,5,0
2003,4859.21,111,5.5,0
2003,4859.23,111,6,3.9949999
2003,4859.25,111,6.5,20.620001
2003,4859.27,111,7,64.949997
2003,4859.29,111,7.5,199.2
2003,4859.31,111,8,269.10001
2003,4859.33,111,8.5,295.60001
2003,4859.35,111,9,382.10001
2003,4859.38,111,9.5,428.89999
2003,4859.4,111,10,402.70001
2003,4859.42,111,10.5,424.89999
2003,4859.44,111,11,474.89999
2003,4859.46,111,11.5,519.29999
2003,4859.48,111,12,461
2003,4859.5,111,12.5,451.20001
2003,4859.52,111,13,1007
