year,JDT,DOY,Time,SM.HW
2003,4819.06,71,200,0.473318087
2003,4819.08,71,230,0.473166408
2003,4819.1,71,300,0.473061393
2003,4819.13,71,330,0.472815478
2003,4819.15,71,400,0.472817783
2003,4819.17,71,430,0.472862731
2003,4819.19,71,500,0.472987246
2003,4819.21,71,530,0.472864594
2003,4819.23,71,600,0.472523669
2003,4819.25,71,630,0.472463075
2003,4819.27,71,700,0.472525727
2003,4819.29,71,730,0.472573008
2003,4819.31,71,800,0.472750157
2003,4819.33,71,830,0.473096042
2003,4819.35,71,900,0.473317839
2003,4819.38,71,930,0.473514239
2003,4819.4,71,1000,0.473618222
2003,4819.42,71,1030,0.473781898
2003,4819.44,71,1100,0.474068275
2003,4819.46,71,1130,0.473947008
2003,4819.48,71,1200,0.474251422
2003,4819.5,71,1230,0.474127693
2003,4819.52,71,1300,0.47428909
2003,4819.54,71,1330,0.474210073
2003,4819.56,71,1400,0.474148537
2003,4819.58,71,1430,0.473778006
2003,4819.6,71,1500,0.47346815
2003,4819.63,71,1530,0.473388874
2003,4819.65,71,1600,0.473059783
2003,4819.67,71,1630,0.472878322
2003,4819.69,71,1700,0.472365952
2003,4819.71,71,1730,0.471730318
2003,4819.73,71,1800,0.471510605
2003,4819.75,71,1830,0.471184564
2003,4819.77,71,1900,0.470965693
2003,4819.79,71,1930,0.470642721
2003,4819.81,71,2000,0.470099732
2003,4819.83,71,2030,0.469921321
2003,4819.85,71,2100,0.469844079
2003,4819.88,71,2130,0.469662009
2003,4819.9,71,2200,0.469601068
2003,4819.92,71,2230,0.469418868
2003,4819.94,71,2300,0.469465645
2003,4819.96,71,2330,0.469466577
2003,4819.98,71,2400,0.469363341
2003,4820,72,30,0.469291608
2003,4820.02,72,100,0.469031856
2003,4820.04,72,130,0.469094895
2003,4820.06,72,200,0.46909583
2003,4820.08,72,230,0.46915899
2003,4820.1,72,300,0.46905593
2003,4820.13,72,330,0.468979156
2003,4820.15,72,400,0.468797581
2003,4820.17,72,430,0.468860861
2003,4820.19,72,500,0.468789262
2003,4820.21,72,530,0.468874113
2003,4820.23,72,600,0.468937861
2003,4820.25,72,630,0.469050391
2003,4820.27,72,700,0.468995819
2003,4820.29,72,730,0.469245508
2003,4820.31,72,800,0.469426566
2003,4820.33,72,830,0.469840434
2003,4820.35,72,900,0.469905753
2003,4820.38,72,930,0.469926884
2003,4820.4,72,1000,0.470200558
2003,4820.42,72,1030,0.470423657
2003,4820.44,72,1100,0.470726874
2003,4820.46,72,1130,0.47091261
2003,4820.48,72,1200,0.471137266
2003,4820.5,72,1230,0.471072781
2003,4820.52,72,1300,0.470957271
2003,4820.54,72,1330,0.470469774
2003,4820.56,72,1400,0.470367419
2003,4820.58,72,1430,0.470118718
2003,4820.6,72,1500,0.470119669
2003,4820.63,72,1530,0.470120618
2003,4820.65,72,1600,0.469715999
2003,4820.67,72,1630,0.469678392
2003,4820.69,72,1700,0.469364667
2003,4820.71,72,1730,0.469040662
2003,4820.73,72,1800,0.468885091
2003,4820.75,72,1830,0.468501763
2003,4820.77,72,1900,0.468174447
2003,4820.79,72,1930,0.467956393
2003,4820.81,72,2000,0.467880369
2003,4820.83,72,2030,0.479783133
2003,4820.85,72,2100,0.491410449
2003,4820.88,72,2130,0.491427103
2003,4820.9,72,2200,0.490181328
2003,4820.92,72,2230,0.488865579
2003,4820.94,72,2300,0.487414677
2003,4820.96,72,2330,0.48626071
2003,4820.98,72,2400,0.485132081
2003,4821,73,30,0.484556195
2003,4821.02,73,100,0.483673309
2003,4821.04,73,130,0.483120679
2003,4821.06,73,200,0.482838313
2003,4821.08,73,230,0.482069848
2003,4821.1,73,300,0.481507594
2003,4821.13,73,330,0.481093453
2003,4821.15,73,400,0.480666826
2003,4821.17,73,430,0.480507438
2003,4821.19,73,500,0.4800282
2003,4821.21,73,530,0.479431193
2003,4821.23,73,600,0.479063021
2003,4821.25,73,630,0.478838815
2003,4821.27,73,700,0.478575094
2003,4821.29,73,730,0.478346203
2003,4821.31,73,800,0.478111629
2003,4821.33,73,830,0.478039116
2003,4821.35,73,900,0.478136329
2003,4821.38,73,930,0.478255021
2003,4821.4,73,1000,0.478368124
2003,4821.42,73,1030,0.478454105
2003,4821.44,73,1100,0.478561373
2003,4821.46,73,1130,0.478577844
2003,4821.48,73,1200,0.478464034
2003,4821.5,73,1230,0.478451683
2003,4821.52,73,1300,0.478753386
2003,4821.54,73,1330,0.47866173
2003,4821.56,73,1400,0.478280701
2003,4821.58,73,1430,0.478059043
2003,4821.6,73,1500,0.477911431
2003,4821.63,73,1530,0.477577794
2003,4821.65,73,1600,0.477248865
2003,4821.67,73,1630,0.476986091
2003,4821.69,73,1700,0.476728138
2003,4821.71,73,1730,0.47624203
2003,4821.73,73,1800,0.476084831
2003,4821.75,73,1830,0.475681238
2003,4821.77,73,1900,0.475165697
2003,4821.79,73,1930,0.475166782
2003,4821.81,73,2000,0.474793772
2003,4821.83,73,2030,0.474360418
2003,4821.85,73,2100,0.474204433
2003,4821.88,73,2130,0.474130641
2003,4821.9,73,2200,0.47380221
2003,4821.92,73,2230,0.473826595
2003,4821.94,73,2300,0.473829795
2003,4821.96,73,2330,0.473865747
2003,4821.98,73,2400,0.473871344
2003,4822,74,30,0.473754858
2003,4822.02,74,100,0.473651997
2003,4822.04,74,130,0.473500975
2003,4822.06,74,200,0.473501938
2003,4822.08,74,230,0.473425295
2003,4822.1,74,300,0.473493333
2003,4822.13,74,330,0.473340751
2003,4822.15,74,400,0.472976929
2003,4822.17,74,430,0.472977899
2003,4822.19,74,500,0.472978867
2003,4822.21,74,530,0.472905653
2003,4822.23,74,600,0.472645957
2003,4822.25,74,630,0.47271413
2003,4822.27,74,700,0.472544409
2003,4822.29,74,730,0.47257802
2003,4822.31,74,800,0.472578992
2003,4822.33,74,830,0.472616955
2003,4822.35,74,900,0.472608065
2003,4822.38,74,930,0.472832675
2003,4822.4,74,1000,0.47265643
2003,4822.42,74,1030,0.472501106
2003,4822.44,74,1100,0.472648778
2003,4822.46,74,1130,0.472544
2003,4822.48,74,1200,0.472614883
2003,4822.5,74,1230,0.472793809
2003,4822.52,74,1300,0.472942176
2003,4822.54,74,1330,0.472943154
2003,4822.56,74,1400,0.472840986
2003,4822.58,74,1430,0.472552537
2003,4822.6,74,1500,0.471771274
2003,4822.63,74,1530,0.471214202
2003,4822.65,74,1600,0.471132903
2003,4822.67,74,1630,0.470945686
2003,4822.69,74,1700,0.470722401
2003,4822.71,74,1730,0.470723378
2003,4822.73,74,1800,0.470476627
2003,4822.75,74,1830,0.469955301
2003,4822.77,74,1900,0.47021826
2003,4822.79,74,1930,0.470375074
2003,4822.81,74,2000,0.470814293
2003,4822.83,74,2030,0.471003538
2003,4822.85,74,2100,0.471260518
2003,4822.88,74,2130,0.471364465
2003,4822.9,74,2200,0.471548268
2003,4822.92,74,2230,0.471549244
2003,4822.94,74,2300,0.471618498
2003,4822.96,74,2330,0.471619478
2003,4822.98,74,2400,0.471670486
2003,4823,75,30,0.471931018
2003,4823.02,75,100,0.472423743
2003,4823.04,75,130,0.472980779
2003,4823.06,75,200,0.473311268
2003,4823.08,75,230,0.475378593
2003,4823.1,75,300,0.486823409
2003,4823.13,75,330,0.492295088
2003,4823.15,75,400,0.496312757
2003,4823.17,75,430,0.500541029
2003,4823.19,75,500,0.504765112
2003,4823.21,75,530,0.510357719
2003,4823.23,75,600,0.526636782
2003,4823.25,75,630,0.525975403
2003,4823.27,75,700,0.533179399
2003,4823.29,75,730,0.533510924
2003,4823.31,75,800,0.533058928
2003,4823.33,75,830,0.532606932
2003,4823.35,75,900,0.532243338
2003,4823.38,75,930,0.531972618
2003,4823.4,75,1000,0.531614028
2003,4823.42,75,1030,0.53134703
2003,4823.44,75,1100,0.531081603
2003,4823.46,75,1130,0.53081774
2003,4823.48,75,1200,0.530555433
2003,4823.5,75,1230,0.530381538
2003,4823.52,75,1300,0.530295032
2003,4823.54,75,1330,0.53003579
2003,4823.56,75,1400,0.529949961
2003,4823.58,75,1430,0.529778436
2003,4823.6,75,1500,0.529586252
2003,4823.63,75,1530,0.529416184
2003,4823.65,75,1600,0.529140015
2003,4823.67,75,1630,0.528328968
2003,4823.69,75,1700,0.528160573
2003,4823.71,75,1730,0.528076878
2003,4823.73,75,1800,0.527993349
2003,4823.75,75,1830,0.527909982
2003,4823.77,75,1900,0.527826775
2003,4823.79,75,1930,0.527743733
2003,4823.81,75,2000,0.527660853
2003,4823.83,75,2030,0.527578133
2003,4823.85,75,2100,0.527389009
2003,4823.88,75,2130,0.527389526
2003,4823.9,75,2200,0.527307129
2003,4823.92,75,2230,0.527224883
2003,4823.94,75,2300,0.527225404
2003,4823.96,75,2330,0.527143323
2003,4823.98,75,2400,0.527143842
2003,4824,76,30,0.527061923
2003,4824.02,76,100,0.52706244
2003,4824.04,76,130,0.526980676
2003,4824.06,76,200,0.526981194
2003,4824.08,76,230,0.526981716
2003,4824.1,76,300,0.526900109
2003,4824.13,76,330,0.526900629
2003,4824.15,76,400,0.52690115
2003,4824.17,76,430,0.526713333
2003,4824.19,76,500,0.52671385
2003,4824.21,76,530,0.526714371
2003,4824.23,76,600,0.52671489
2003,4824.25,76,630,0.526633598
2003,4824.27,76,700,0.526634117
2003,4824.29,76,730,0.526634638
2003,4824.31,76,800,0.526635157
2003,4824.33,76,830,0.526635676
2003,4824.35,76,900,0.526636196
2003,4824.38,76,930,0.526636713
2003,4824.4,76,1000,0.524724738
2003,4824.42,76,1030,0.524269638
2003,4824.44,76,1100,0.524088597
2003,4824.46,76,1130,0.524080668
2003,4824.48,76,1200,0.523982218
2003,4824.5,76,1230,0.523807119
2003,4824.52,76,1300,0.523636768
2003,4824.54,76,1330,0.523356988
2003,4824.56,76,1400,0.523081465
2003,4824.58,76,1430,0.522655158
2003,4824.6,76,1500,0.522469711
2003,4824.63,76,1530,0.521512272
2003,4824.65,76,1600,0.521181967
2003,4824.67,76,1630,0.520839058
2003,4824.69,76,1700,0.520395842
2003,4824.71,76,1730,0.520147409
2003,4824.73,76,1800,0.51989947
2003,4824.75,76,1830,0.519562008
2003,4824.77,76,1900,0.519209488
2003,4824.79,76,1930,0.518956872
2003,4824.81,76,2000,0.518792074
2003,4824.83,76,2030,0.518625222
2003,4824.85,76,2100,0.518460922
2003,4824.88,76,2130,0.518296952
2003,4824.9,76,2200,0.518211798
2003,4824.92,76,2230,0.518126808
2003,4824.94,76,2300,0.518053518
2003,4824.96,76,2330,0.517887848
2003,4824.98,76,2400,0.517725037
2003,4825,77,30,0.51764073
2003,4825.02,77,100,0.517556587
2003,4825.04,77,130,0.517394438
2003,4825.06,77,200,0.517205274
2003,4825.08,77,230,0.517043609
2003,4825.1,77,300,0.516960138
2003,4825.13,77,330,0.516876835
2003,4825.15,77,400,0.516715825
2003,4825.17,77,430,0.516556543
2003,4825.19,77,500,0.516399554
2003,4825.21,77,530,0.516158772
2003,4825.23,77,600,0.51615654
2003,4825.25,77,630,0.515996648
2003,4825.27,77,700,0.515997939
2003,4825.29,77,730,0.515915628
2003,4825.31,77,800,0.515756214
2003,4825.33,77,830,0.515757504
2003,4825.35,77,900,0.515756076
2003,4825.38,77,930,0.515674255
2003,4825.4,77,1000,0.515515482
2003,4825.42,77,1030,0.51559748
2003,4825.44,77,1100,0.51551598
2003,4825.46,77,1130,0.515440308
2003,4825.48,77,1200,0.515067024
2003,4825.5,77,1230,0.515376329
2003,4825.52,77,1300,0.515075191
2003,4825.54,77,1330,0.514937648
2003,4825.56,77,1400,0.514276748
2003,4825.58,77,1430,0.514221113
2003,4825.6,77,1500,0.513921559
2003,4825.63,77,1530,0.513622585
2003,4825.65,77,1600,0.513462081
2003,4825.67,77,1630,0.512916158
2003,4825.69,77,1700,0.512514005
2003,4825.71,77,1730,0.512357261
2003,4825.73,77,1800,0.511902947
2003,4825.75,77,1830,0.511611564
2003,4825.77,77,1900,0.51128521
2003,4825.79,77,1930,0.510832795
2003,4825.81,77,2000,0.510461662
2003,4825.83,77,2030,0.510010841
2003,4825.85,77,2100,0.509582632
2003,4825.88,77,2130,0.509303416
2003,4825.9,77,2200,0.509329119
2003,4825.92,77,2230,0.509327287
2003,4825.94,77,2300,0.509065308
2003,4825.96,77,2330,0.508804252
2003,4825.98,77,2400,0.508512941
2003,4826,78,30,0.508221872
2003,4826.02,78,100,0.508562234
2003,4826.04,78,130,0.508272038
2003,4826.06,78,200,0.508072434
2003,4826.08,78,230,0.507994083
2003,4826.1,78,300,0.507784467
2003,4826.13,78,330,0.507421202
2003,4826.15,78,400,0.507528536
2003,4826.17,78,430,0.507165963
2003,4826.19,78,500,0.506877447
2003,4826.21,78,530,0.506515968
2003,4826.23,78,600,0.506228388
2003,4826.25,78,630,0.505867997
2003,4826.27,78,700,0.506093025
2003,4826.29,78,730,0.50589266
2003,4826.31,78,800,0.50560789
2003,4826.33,78,830,0.505593817
2003,4826.35,78,900,0.505236262
2003,4826.38,78,930,0.505237532
2003,4826.4,78,1000,0.504880658
2003,4826.42,78,1030,0.504766176
2003,4826.44,78,1100,0.504410368
2003,4826.46,78,1130,0.504616018
2003,4826.48,78,1200,0.504261361
2003,4826.5,78,1230,0.503694858
2003,4826.52,78,1300,0.503262
2003,4826.54,78,1330,0.503139883
2003,4826.56,78,1400,0.503221034
2003,4826.58,78,1430,0.502868856
2003,4826.6,78,1500,0.502490849
2003,4826.63,78,1530,0.502205522
2003,4826.65,78,1600,0.501439508
2003,4826.67,78,1630,0.50103337
2003,4826.69,78,1700,0.500599536
2003,4826.71,78,1730,0.500312379
2003,4826.73,78,1800,0.50002914
2003,4826.75,78,1830,0.499766203
2003,4826.77,78,1900,0.499283269
2003,4826.79,78,1930,0.498805253
2003,4826.81,78,2000,0.498261353
2003,4826.83,78,2030,0.498033163
2003,4826.85,78,2100,0.498083983
2003,4826.88,78,2130,0.498578903
2003,4826.9,78,2200,0.49906336
2003,4826.92,78,2230,0.499261149
2003,4826.94,78,2300,0.499058296
2003,4826.96,78,2330,0.49901857
2003,4826.98,78,2400,0.498910388
2003,4827,79,30,0.498708316
2003,4827.02,79,100,0.498425296
2003,4827.04,79,130,0.498227255
2003,4827.06,79,200,0.498641006
2003,4827.08,79,230,0.501687288
2003,4827.1,79,300,0.521559652
2003,4827.13,79,330,0.536257728
2003,4827.15,79,400,0.535806442
2003,4827.17,79,430,0.537079765
2003,4827.19,79,500,0.53860219
2003,4827.21,79,530,0.538603143
2003,4827.23,79,600,0.539062438
2003,4827.25,79,630,0.539063188
2003,4827.27,79,700,0.539063942
2003,4827.29,79,730,0.539064694
2003,4827.31,79,800,0.539155855
2003,4827.33,79,830,0.53915634
2003,4827.35,79,900,0.539371437
2003,4827.38,79,930,0.539479553
2003,4827.4,79,1000,0.539480043
2003,4827.42,79,1030,0.539588382
2003,4827.44,79,1100,0.539588312
2003,4827.46,79,1130,0.539588243
2003,4827.48,79,1200,0.539588174
2003,4827.5,79,1230,0.539588106
2003,4827.52,79,1300,0.539588036
2003,4827.54,79,1330,0.539587968
2003,4827.56,79,1400,0.539587898
2003,4827.58,79,1430,0.539479984
2003,4827.6,79,1500,0.539479917
2003,4827.63,79,1530,0.539479847
2003,4827.65,79,1600,0.539479779
2003,4827.67,79,1630,0.539479712
2003,4827.69,79,1700,0.539479643
2003,4827.71,79,1730,0.539479575
2003,4827.73,79,1800,0.539479507
2003,4827.75,79,1830,0.539479438
2003,4827.77,79,1900,0.539479369
2003,4827.79,79,1930,0.539479302
2003,4827.81,79,2000,0.539479233
2003,4827.83,79,2030,0.539479164
2003,4827.85,79,2100,0.539479097
2003,4827.88,79,2130,0.539479028
2003,4827.9,79,2200,0.53947896
2003,4827.92,79,2230,0.539478892
2003,4827.94,79,2300,0.539478824
2003,4827.96,79,2330,0.539158281
2003,4827.98,79,2400,0.538706076
2003,4828,80,30,0.538253869
2003,4828.02,80,100,0.537726955
2003,4828.04,80,130,0.537274745
2003,4828.06,80,200,0.536888536
2003,4828.08,80,230,0.536600886
2003,4828.1,80,300,0.536087858
2003,4828.13,80,330,0.535897793
2003,4828.15,80,400,0.535708485
2003,4828.17,80,430,0.535519928
2003,4828.19,80,500,0.53533212
2003,4828.21,80,530,0.535145058
2003,4828.23,80,600,0.535065917
2003,4828.25,80,630,0.534880333
2003,4828.27,80,700,0.534787797
2003,4828.29,80,730,0.534603316
2003,4828.31,80,800,0.534511328
2003,4828.33,80,830,0.534419523
2003,4828.35,80,900,0.534236496
2003,4828.38,80,930,0.534236458
2003,4828.4,80,1000,0.534145198
2003,4828.42,80,1030,0.533963253
2003,4828.44,80,1100,0.533872529
2003,4828.46,80,1130,0.533781987
2003,4828.48,80,1200,0.533691622
2003,4828.5,80,1230,0.533511464
2003,4828.52,80,1300,0.533331247
2003,4828.54,80,1330,0.533067101
2003,4828.56,80,1400,0.533156512
2003,4828.58,80,1430,0.533138926
2003,4828.6,80,1500,0.533318662
2003,4828.63,80,1530,0.532762653
2003,4828.65,80,1600,0.532587788
2003,4828.67,80,1630,0.532408649
2003,4828.69,80,1700,0.53223097
2003,4828.71,80,1730,0.531509838
2003,4828.73,80,1800,0.531226859
2003,4828.75,80,1830,0.531051315
2003,4828.77,80,1900,0.530876453
2003,4828.79,80,1930,0.530593108
2003,4828.81,80,2000,0.530506118
2003,4828.83,80,2030,0.530312987
2003,4828.85,80,2100,0.530315995
2003,4828.88,80,2130,0.530229514
2003,4828.9,80,2200,0.530143203
2003,4828.92,80,2230,0.530037128
2003,4828.94,80,2300,0.530037154
2003,4828.96,80,2330,0.529759123
2003,4828.98,80,2400,0.529477988
2003,4829,81,30,0.529563426
2003,4829.02,81,100,0.529567442
2003,4829.04,81,130,0.529567467
2003,4829.06,81,200,0.529481993
2003,4829.08,81,230,0.529482019
2003,4829.1,81,300,0.529396712
2003,4829.13,81,330,0.529396738
2003,4829.15,81,400,0.529311597
2003,4829.17,81,430,0.529311623
2003,4829.19,81,500,0.529397237
2003,4829.21,81,530,0.529402093
2003,4829.23,81,600,0.529317282
2003,4829.25,81,630,0.529317308
2003,4829.27,81,700,0.529232659
2003,4829.29,81,730,0.529317364
2003,4829.31,81,800,0.529423053
2003,4829.33,81,830,0.529507918
2003,4829.35,81,900,0.530050235
2003,4829.38,81,930,0.530220713
2003,4829.4,81,1000,0.530306191
2003,4829.42,81,1030,0.530306164
2003,4829.44,81,1100,0.530391808
2003,4829.46,81,1130,0.53039178
2003,4829.48,81,1200,0.530301748
2003,4829.5,81,1230,0.530301723
2003,4829.52,81,1300,0.529955098
2003,4829.54,81,1330,0.529502935
2003,4829.56,81,1400,0.529307564
2003,4829.58,81,1430,0.529307592
2003,4829.6,81,1500,0.529307618
2003,4829.63,81,1530,0.528946433
2003,4829.65,81,1600,0.528856994
2003,4829.67,81,1630,0.528772013
2003,4829.69,81,1700,0.528687201
2003,4829.71,81,1730,0.527761429
2003,4829.73,81,1800,0.527677092
2003,4829.75,81,1830,0.527487688
2003,4829.77,81,1900,0.527403677
2003,4829.79,81,1930,0.527319828
2003,4829.81,81,2000,0.527236139
2003,4829.83,81,2030,0.527235991
2003,4829.85,81,2100,0.527152464
2003,4829.88,81,2130,0.52723741
2003,4829.9,81,2200,0.527154045
2003,4829.92,81,2230,0.527243177
2003,4829.94,81,2300,0.527243027
2003,4829.96,81,2330,0.52724288
2003,4829.98,81,2400,0.527159672
2003,4830,82,30,0.527159523
2003,4830.02,82,100,0.527334101
2003,4830.04,82,130,0.527333951
2003,4830.06,82,200,0.527333802
2003,4830.08,82,230,0.527250755
2003,4830.1,82,300,0.527145592
2003,4830.13,82,330,0.527340093
2003,4830.15,82,400,0.527445165
2003,4830.17,82,430,0.527445016
2003,4830.19,82,500,0.527530312
2003,4830.21,82,530,0.527530162
2003,4830.23,82,600,0.528144795
2003,4830.25,82,630,0.52814482
2003,4830.27,82,700,0.528144846
2003,4830.29,82,730,0.528227611
2003,4830.31,82,800,0.528501796
2003,4830.33,82,830,0.528674871
2003,4830.35,82,900,0.528841494
2003,4830.38,82,930,0.528925059
2003,4830.4,82,1000,0.529198502
2003,4830.42,82,1030,0.529451092
2003,4830.44,82,1100,0.529451119
2003,4830.46,82,1130,0.529731284
2003,4830.48,82,1200,0.52981561
2003,4830.5,82,1230,0.529555616
2003,4830.52,82,1300,0.529153941
2003,4830.54,82,1330,0.528802008
2003,4830.56,82,1400,0.529023093
2003,4830.58,82,1430,0.528823566
2003,4830.6,82,1500,0.528565649
2003,4830.63,82,1530,0.528049321
2003,4830.65,82,1600,0.527766191
2003,4830.67,82,1630,0.526996202
2003,4830.69,82,1700,0.52663231
2003,4830.71,82,1730,0.526375299
2003,4830.73,82,1800,0.525930998
2003,4830.75,82,1830,0.525559198
2003,4830.77,82,1900,0.525175443
2003,4830.79,82,1930,0.524920963
2003,4830.81,82,2000,0.524108419
2003,4830.83,82,2030,0.524018576
2003,4830.85,82,2100,0.524013867
2003,4830.88,82,2130,0.523931337
2003,4830.9,82,2200,0.523931138
2003,4830.92,82,2230,0.523841833
2003,4830.94,82,2300,0.5237527
2003,4830.96,82,2330,0.523663747
2003,4830.98,82,2400,0.523664048
2003,4831,83,30,0.523575447
2003,4831.02,83,100,0.523575248
2003,4831.04,83,130,0.523405023
2003,4831.06,83,200,0.523401902
2003,4831.08,83,230,0.523419026
2003,4831.1,83,300,0.523249481
2003,4831.13,83,330,0.523957365
2003,4831.15,83,400,0.523869727
2003,4831.17,83,430,0.52370078
2003,4831.19,83,500,0.52369879
2003,4831.21,83,530,0.523611674
2003,4831.23,83,600,0.523614165
2003,4831.25,83,630,0.523719464
2003,4831.27,83,700,0.523632688
2003,4831.29,83,730,0.523627573
2003,4831.31,83,800,0.523797868
2003,4831.33,83,830,0.52396151
2003,4831.35,83,900,0.524062973
2003,4831.38,83,930,0.524829292
2003,4831.4,83,1000,0.524908704
2003,4831.42,83,1030,0.525072143
2003,4831.44,83,1100,0.524988988
2003,4831.46,83,1130,0.524823091
2003,4831.48,83,1200,0.52490348
2003,4831.5,83,1230,0.524647789
2003,4831.52,83,1300,0.52447019
2003,4831.54,83,1330,0.524463893
2003,4831.56,83,1400,0.524295583
2003,4831.58,83,1430,0.524204156
2003,4831.6,83,1500,0.523418777
2003,4831.63,83,1530,0.522829289
2003,4831.65,83,1600,0.522634889
2003,4831.67,83,1630,0.522385743
2003,4831.69,83,1700,0.522153907
2003,4831.71,83,1730,0.522198933
2003,4831.73,83,1800,0.521495931
2003,4831.75,83,1830,0.521224093
2003,4831.77,83,1900,0.521058394
2003,4831.79,83,1930,0.520977324
2003,4831.81,83,2000,0.520892813
2003,4831.83,83,2030,0.520727754
2003,4831.85,83,2100,0.520732283
2003,4831.88,83,2130,0.520648267
2003,4831.9,83,2200,0.520648062
2003,4831.92,83,2230,0.520272656
2003,4831.94,83,2300,0.520062297
2003,4831.96,83,2330,0.520152481
2003,4831.98,83,2400,0.520068961
2003,4832,84,30,0.520068758
2003,4832.02,84,100,0.519183384
2003,4832.04,84,130,0.518735803
2003,4832.06,84,200,0.518738304
2003,4832.08,84,230,0.518656513
2003,4832.1,84,300,0.518581288
2003,4832.13,84,330,0.518686804
2003,4832.15,84,400,0.519147508
2003,4832.17,84,430,0.519155553
2003,4832.19,84,500,0.51907224
2003,4832.21,84,530,0.519158001
2003,4832.23,84,600,0.519099987
2003,4832.25,84,630,0.519190008
2003,4832.27,84,700,0.519109119
2003,4832.29,84,730,0.51900254
2003,4832.31,84,800,0.519165003
2003,4832.33,84,830,0.520021773
2003,4832.35,84,900,0.520266844
2003,4832.38,84,930,0.520454266
2003,4832.4,84,1000,0.520700273
2003,4832.42,84,1030,0.521194408
2003,4832.44,84,1100,0.521277324
2003,4832.46,84,1130,0.521195389
2003,4832.48,84,1200,0.521279365
2003,4832.5,84,1230,0.521022263
2003,4832.52,84,1300,0.521015658
2003,4832.54,84,1330,0.520924162
2003,4832.56,84,1400,0.520564929
2003,4832.58,84,1430,0.520506123
2003,4832.6,84,1500,0.519481822
2003,4832.63,84,1530,0.518959855
2003,4832.65,84,1600,0.518623381
2003,4832.67,84,1630,0.518274018
2003,4832.69,84,1700,0.517938583
2003,4832.71,84,1730,0.516794813
2003,4832.73,84,1800,0.516552422
2003,4832.75,84,1830,0.516229554
2003,4832.77,84,1900,0.516149363
2003,4832.79,84,1930,0.515907843
2003,4832.81,84,2000,0.515723228
2003,4832.83,84,2030,0.515482342
2003,4832.85,84,2100,0.515482669
2003,4832.88,84,2130,0.515403113
2003,4832.9,84,2200,0.515411016
2003,4832.92,84,2230,0.515331615
2003,4832.94,84,2300,0.515251341
2003,4832.96,84,2330,0.515251669
2003,4832.98,84,2400,0.515040013
2003,4833,85,30,0.514959893
2003,4833.02,85,100,0.514660024
2003,4833.04,85,130,0.514745195
2003,4833.06,85,200,0.514745522
2003,4833.08,85,230,0.514559358
2003,4833.1,85,300,0.514664625
2003,4833.13,85,330,0.514445014
2003,4833.15,85,400,0.514550492
2003,4833.17,85,430,0.514331305
2003,4833.19,85,500,0.514420493
2003,4833.21,85,530,0.51382383
2003,4833.23,85,600,0.513824151
2003,4833.25,85,630,0.513527283
2003,4833.27,85,700,0.513606552
2003,4833.29,85,730,0.513474202
2003,4833.31,85,800,0.514189676
2003,4833.33,85,830,0.514212769
2003,4833.35,85,900,0.514213191
2003,4833.38,85,930,0.514077341
2003,4833.4,85,1000,0.514320843
2003,4833.42,85,1030,0.514644603
2003,4833.44,85,1100,0.51472461
2003,4833.46,85,1130,0.514586384
2003,4833.48,85,1200,0.514748362
2003,4833.5,85,1230,0.514307815
2003,4833.52,85,1300,0.514301029
2003,4833.54,85,1330,0.513811644
2003,4833.56,85,1400,0.513292791
2003,4833.58,85,1430,0.512974966
2003,4833.6,85,1500,0.512058966
2003,4833.63,85,1530,0.511669522
2003,4833.65,85,1600,0.511103323
2003,4833.67,85,1630,0.510772149
2003,4833.69,85,1700,0.510428284
2003,4833.71,85,1730,0.5100551
2003,4833.73,85,1800,0.509333145
2003,4833.75,85,1830,0.508601281
2003,4833.77,85,1900,0.508230428
2003,4833.79,85,1930,0.507859854
2003,4833.81,85,2000,0.507393905
2003,4833.83,85,2030,0.507000447
2003,4833.85,85,2100,0.506709131
2003,4833.88,85,2130,0.506340826
2003,4833.9,85,2200,0.506216692
2003,4833.92,85,2230,0.506109649
2003,4833.94,85,2300,0.505847353
2003,4833.96,85,2330,0.505935456
2003,4833.98,85,2400,0.505726885
2003,4834,86,30,0.505727202
2003,4834.02,86,100,0.505522835
2003,4834.04,86,130,0.505689868
2003,4834.06,86,200,0.5064741
2003,4834.08,86,230,0.506474418
2003,4834.1,86,300,0.506187631
2003,4834.13,86,330,0.506190367
2003,4834.15,86,400,0.506228276
2003,4834.17,86,430,0.506018527
2003,4834.19,86,500,0.505809178
2003,4834.21,86,530,0.505355892
2003,4834.23,86,600,0.505277444
2003,4834.25,86,630,0.50491457
2003,4834.27,86,700,0.505019798
2003,4834.29,86,730,0.504900903
2003,4834.31,86,800,0.505139236
2003,4834.33,86,830,0.505139643
2003,4834.35,86,900,0.505018017
2003,4834.38,86,930,0.504967152
2003,4834.4,86,1000,0.505480436
2003,4834.42,86,1030,0.50551504
2003,4834.44,86,1100,0.50567222
2003,4834.46,86,1130,0.505386454
2003,4834.48,86,1200,0.505455128
2003,4834.5,86,1230,0.505298615
2003,4834.52,86,1300,0.505331151
2003,4834.54,86,1330,0.505237268
2003,4834.56,86,1400,0.504850917
2003,4834.58,86,1430,0.504767395
2003,4834.6,86,1500,0.504453647
2003,4834.63,86,1530,0.503739113
2003,4834.65,86,1600,0.503583509
2003,4834.67,86,1630,0.50310889
2003,4834.69,86,1700,0.502949528
2003,4834.71,86,1730,0.502147423
2003,4834.73,86,1800,0.501267766
